step,R_a_mean,R_a_std,R_b_mean,R_b_std,R_c_mean,R_c_std,alpha,wall_time
380000,789.2599110364914,347.9188144727485,818.2,332.7001051998632,-68.6,28.485785929126127,0.02529156766831875,6775.763893604279
390000,733.7281913787126,435.18867839154404,787.6,380.4037854701238,-635.0,471.53536452741275,0.026727819815278053,6957.967358589172
400000,955.2532511353493,22.008507441681115,980.4,9.931767214348108,-256.6,382.71900919604195,0.02524508349597454,7138.23410987854
410000,959.8480562448501,16.514860455463403,983.0,7.155417527999327,-47.6,8.8,0.024104613810777664,7318.087646245956
420000,947.5210108280182,15.557797457425336,974.6,4.8,-255.6,382.42677730514635,0.02252383530139923,7498.247529268265
430000,952.3581914752722,23.199651680234826,973.6,11.825396399275585,-75.0,33.09380606699689,0.02334977127611637,7677.091780424118
440000,650.9649887382984,534.236347963729,762.4,381.6394109627568,-249.0,385.8714811954882,0.02341601811349392,7857.390753746033
450000,950.9107904076576,20.710909580008295,977.8,11.232096865679177,-68.0,34.38604368053993,0.023572012782096863,8038.137607336044
460000,738.8635963618756,439.61728835147517,784.2,392.4122322252455,-46.2,17.93766985982293,0.024238623678684235,8219.281000375748
470000,933.8127574801445,36.62723307339564,964.6,21.490463001061656,-47.4,8.212186067059124,0.02373696118593216,8399.083953142166
480000,716.3677639007568,491.5375782435178,787.0,393.52763562423416,-247.2,386.7006077057547,0.0231252983212471,8579.22094321251
490000,953.5256713576615,37.538847688927305,975.2,20.37056700241797,-262.8,379.8791386743947,0.020691649988293648,8759.257960319519
500000,943.4668664038181,6.739232256973639,977.2,2.5612496949731396,-48.4,22.383922801868312,0.022159546613693237,8939.344915151596
