step,R_a_mean,R_a_std,R_b_mean,R_b_std,R_c_mean,R_c_std,alpha,wall_time
0,-2.9238114811480047,495.92864945919723,203.4,392.9496659878972,-894.6,250.8,0.09999999403953552,11.497678279876709
10000,-21.867805945128204,340.7996834597454,137.4,274.8,-1020.0,0.0,0.09999999403953552,25.13902711868286
20000,-247.37894151359797,109.93761711378758,3.8,4.915282290977803,-831.0,378.0,0.04061334580183029,192.45030212402344
30000,84.1764004573226,454.62781507770285,201.4,395.837138227327,-828.2,383.6,0.01806488260626793,360.01969385147095
40000,145.35883575379847,672.1224834890678,393.4,481.8197173217385,-827.0,386.0,0.01416848972439766,528.8401687145233
50000,259.35491295978426,569.7174074445537,388.8,476.3840467521976,-250.0,385.28119601143266,0.01344984956085682,702.2749485969543
60000,248.5989102780819,542.8603307743075,384.4,468.55420177392494,-643.8,460.79687498940353,0.01587986946105957,883.083037853241
70000,145.61674254238605,701.5657575441785,401.2,463.84281820461547,-439.4,474.2655796070383,0.020377568900585175,1054.9573059082031
80000,922.1154586017132,16.333032708736752,966.2,7.833262411026456,-70.2,33.76625534464845,0.02373332716524601,1233.161325454712
90000,938.2660429120064,43.27703996349607,977.2,15.14463601411404,-274.6,373.80454785890447,0.025349721312522888,1410.563270330429
100000,923.1637358665466,32.83763184168651,965.2,18.54076589572286,-257.6,381.6588005011806,0.02119181491434574,1585.4150381088257
110000,913.4642430245876,69.39175773151142,963.0,33.40059879702758,-62.0,18.143869488066763,0.02078705094754696,1757.7646675109863
120000,754.2406222686171,425.61166193204747,789.2,394.67373867537725,-254.0,383.2372633239101,0.020133191719651222,1930.0296144485474
130000,922.5332266896963,49.75827114185454,965.6,20.34305778392226,-473.6,451.8396175635775,0.017474204301834106,2101.5927214622498
140000,745.170516243577,399.0006421155063,789.0,379.1611794474746,-264.8,377.75198212583877,0.017963875085115433,2279.2424035072327
150000,717.4182721197606,394.9022178375252,772.6,386.3737051094445,-449.8,466.01991373759984,0.018322600051760674,2454.4619433879852
160000,717.3535965979099,453.15207108499106,780.8,390.4548117260178,-249.0,385.81964698547944,0.016350219026207924,2627.2858068943024
170000,921.9775404125452,39.456114606789015,972.0,13.19090595827292,-266.4,380.0108419505949,0.014776617288589478,2800.666880130768
180000,894.9998167455196,50.11168163969391,960.2,23.659247663440187,-43.6,21.914378841299612,0.014467695727944374,2969.475577354431
190000,597.4066471219063,685.4505211857587,780.2,390.1473567768978,-47.8,23.978323544401512,0.014679329469799995,3134.5546000003815
200000,941.7616351179779,32.634323754585424,973.2,14.99866660740214,-252.6,383.90134149283716,0.013705631718039513,3300.307651281357
210000,921.3373731017113,62.24187745277186,970.0,25.099800796022265,-56.2,10.759182125050211,0.013812355697154999,3463.443691968918
220000,933.9811982661486,11.138885986462276,970.4,11.377170122662314,-236.4,391.85844382889087,0.012231019325554371,3626.0203745365143
230000,738.4175431445241,417.67494790330204,783.6,391.86814108830026,-60.0,22.351733713517618,0.012257251888513565,3788.1197786331177
240000,920.805114415288,41.760851811065706,968.4,13.676256797823006,-248.6,385.79818558412114,0.012418441474437714,3951.7854776382446
250000,956.8673432946205,24.48674952391057,983.8,9.173875952943773,-51.6,14.065560778013793,0.011316725984215736,4114.420739412308
260000,943.0237769037485,56.51054198342445,978.4,22.141364004956873,-58.2,19.518196638009364,0.011700151488184929,4278.822654724121
270000,732.5568648904562,428.2681684889805,783.4,392.22116210117986,-436.4,476.5117417231185,0.011732292361557484,4448.802668094635
280000,922.4219838052989,28.314630852836384,971.4,11.39473562659529,-262.4,380.97065503789133,0.011513546109199524,4620.298587799072
290000,919.5138005852699,40.332041985780194,969.0,15.336231610144651,-240.8,389.86838804909536,0.01113083679229021,4786.447153806686
300000,936.071592104435,27.938804117426198,976.6,10.071742649611336,-46.8,9.867117106835208,0.010667159222066402,4950.624111890793
310000,914.2885230302811,16.740193412712973,971.0,5.253570214625479,-46.2,18.15929514050587,0.011316046118736267,5113.754209756851
320000,918.2732545137405,33.39483373230137,968.6,12.273548794053006,-438.0,475.2393081385419,0.011868353001773357,5281.639451742172
330000,944.1683019280433,40.33547043526446,979.2,14.4138821973818,-241.0,389.57566659122847,0.011515764519572258,5451.264109134674
340000,962.4745652914047,15.880683319635166,983.8,6.794115100585212,-241.0,389.7953309109795,0.011020112782716751,5621.486706495285
350000,401.37219928652047,619.9776794231636,579.0,471.56335735508543,-38.6,17.01293625450939,0.011198303662240505,5787.492583274841
360000,931.9821038961411,28.168764470695766,975.2,8.704022058795578,-45.6,13.078226179417452,0.009775357320904732,5952.3604209423065
370000,953.0288008034229,26.217756028856012,982.2,10.419213022104884,-236.8,391.6801756535554,0.008773306384682655,6115.926612377167
380000,945.9842554688454,19.38547317029342,980.2,6.997142273814361,-49.8,18.86160120456373,0.008940164931118488,6279.311167001724
390000,926.031348490715,18.362347458694938,971.2,7.730459236035076,-57.8,21.92167876783163,0.008989139460027218,6441.300987482071
400000,927.4146192550659,29.100340384194133,974.0,10.825894882179487,-235.2,392.5421760779343,0.008424855768680573,6604.196009635925
410000,924.8128801941872,33.601062329134265,971.8,10.998181667894016,-238.8,390.6412164633937,0.008481880649924278,6766.531495809555
420000,948.4255461424589,20.38070945380353,980.4,6.343500610861482,-47.4,10.537551897855593,0.008319281972944736,6927.917619228363
430000,976.7939795613289,13.915105496609055,989.8,5.418486873657627,-422.8,487.62091833718534,0.008300955407321453,7090.218409061432
440000,960.0955925941468,27.89481675035359,983.8,10.998181667894016,-246.6,386.7317416504624,0.00857254583388567,7255.4665620327
450000,941.5411885738373,19.482519991474128,978.2,7.547184905645283,-243.2,388.5148131024092,0.008841033093631268,7429.93905210495
460000,946.5263601064682,33.708694330300396,980.8,11.7881296226331,-56.0,18.20988742414406,0.008568225428462029,7599.904241800308
470000,745.5490454263985,407.83155924460686,785.6,385.98476653878447,-44.6,15.576905982896603,0.00827229954302311,7773.625442266464
480000,724.7857952415943,403.34879600838764,777.4,388.9275510940309,-235.4,392.3985728822163,0.007625012658536434,7958.0817930698395
490000,937.6240646004677,17.63890492370652,975.8,3.919183588453085,-260.6,381.293902390269,0.008122347295284271,8127.897487878799
500000,956.4976085066795,21.89879196068305,982.6,9.54148835350125,-245.0,387.56934863324784,0.008028588257730007,8300.33860039711
