step,episode,episode_reward,episode_len,critic_loss,actor_loss,entropy,alpha
1000,1,0.0,1000,,,,
2000,2,170.0,1000,,,,
3000,3,21.0,1000,,,,
4000,4,102.0,1000,,,,
5000,5,317.0,1000,,,,
6000,6,0.0,1000,,,,
7000,7,0.0,1000,,,,
8000,8,0.0,1000,,,,
9000,9,0.0,1000,,,,
10000,10,0.0,1000,,,,
11000,11,39.0,1000,0.06182093918323517,-0.602001965045929,1.3150440454483032,0.09039777517318726
12000,12,0.0,1000,0.06376796960830688,-0.9661679863929749,1.2909066677093506,0.08215557783842087
13000,13,0.0,1000,0.04396294429898262,-1.622581958770752,1.2355347871780396,0.07490014284849167
14000,14,19.0,1000,0.03949199616909027,-2.7033212184906006,1.095521092414856,0.06844457238912582
15000,15,76.0,1000,0.04161243140697479,-2.944728136062622,0.9276581406593323,0.06262852251529694
16000,16,0.0,1000,0.05401815474033356,-3.7798147201538086,0.9187208414077759,0.05738896504044533
17000,17,0.0,1000,0.03748323768377304,-4.349121570587158,0.5495957732200623,0.05271563306450844
18000,18,16.0,1000,0.04866988956928253,-3.9122390747070312,0.44422680139541626,0.04854405298829079
19000,19,0.0,1000,0.095785953104496,-5.514449119567871,0.12960577011108398,0.044713765382766724
20000,20,0.0,1000,0.0970911756157875,-5.7998433113098145,0.09789101779460907,0.04119087755680084
21000,21,0.0,1000,0.05906001850962639,-5.790118217468262,-0.18022090196609497,0.038127072155475616
22000,22,0.0,1000,0.11369220167398453,-7.767142295837402,-0.6026877760887146,0.03557540103793144
23000,23,0.0,1000,0.12935012578964233,-8.72802448272705,-1.0625402927398682,0.033235907554626465
24000,24,0.0,1000,0.09151391685009003,-10.168069839477539,-1.2762397527694702,0.031082196161150932
25000,25,0.0,1000,0.11776439100503922,-13.107933044433594,-1.6589215993881226,0.029186861589550972
26000,26,0.0,1000,0.05154150724411011,-11.803895950317383,-1.5553728342056274,0.027426403015851974
27000,27,0.0,1000,0.07613508403301239,-13.673942565917969,-1.4312965869903564,0.02547549083828926
28000,28,0.0,1000,0.050401702523231506,-13.67116641998291,-1.4712861776351929,0.023551417514681816
29000,29,0.0,1000,0.07122260332107544,-15.45359992980957,-1.6090073585510254,0.021873045712709427
30000,30,0.0,1000,0.07011739164590836,-15.972444534301758,-1.964370846748352,0.020499614998698235
31000,31,971.0,1000,0.06180896610021591,-15.987452507019043,-1.676992654800415,0.0193895623087883
32000,32,0.0,1000,0.0533902682363987,-17.477283477783203,-1.8844516277313232,0.018633445724844933
33000,33,971.0,1000,0.06334099173545837,-19.935670852661133,-1.9729424715042114,0.01786320097744465
34000,34,0.0,1000,0.05752662941813469,-19.65047836303711,-1.7656261920928955,0.017418699339032173
35000,35,0.0,1000,0.06619919091463089,-20.450851440429688,-1.917778491973877,0.017594192177057266
36000,36,0.0,1000,0.048827338963747025,-20.037649154663086,-1.9525525569915771,0.018044186756014824
37000,37,72.0,1000,0.05834760144352913,-22.625141143798828,-1.9218978881835938,0.018343839794397354
38000,38,325.0,1000,0.0708882063627243,-22.30499267578125,-2.1978256702423096,0.01893811859190464
39000,39,0.0,1000,0.07229974865913391,-22.429981231689453,-1.7487515211105347,0.019177252426743507
40000,40,0.0,1000,0.06159625202417374,-23.714292526245117,-2.0778281688690186,0.018990645185112953
41000,41,0.0,1000,0.0819983184337616,-24.32769775390625,-2.1104133129119873,0.019078150391578674
42000,42,0.0,1000,0.06483691185712814,-24.909881591796875,-2.287923812866211,0.01992095820605755
43000,43,0.0,1000,0.08788841962814331,-26.253976821899414,-1.8919079303741455,0.019868671894073486
44000,44,0.0,1000,0.09089604020118713,-25.827558517456055,-1.7463358640670776,0.019513167440891266
45000,45,160.0,1000,0.08548401296138763,-27.126773834228516,-2.033308506011963,0.018697528168559074
46000,46,0.0,1000,0.07228902727365494,-28.64297866821289,-1.5179108381271362,0.018092883750796318
47000,47,0.0,1000,0.07540503144264221,-29.199068069458008,-1.8912343978881836,0.01784495636820793
48000,48,0.0,1000,0.08702294528484344,-27.209863662719727,-2.228780746459961,0.018148649483919144
49000,49,0.0,1000,0.08611342310905457,-28.70542335510254,-2.0932157039642334,0.017938323318958282
50000,50,0.0,1000,0.08485129475593567,-28.276662826538086,-2.090832233428955,0.017140856012701988
51000,51,0.0,1000,0.09969662129878998,-29.04187774658203,-2.109933376312256,0.016668254509568214
52000,52,0.0,1000,0.10001865774393082,-30.395200729370117,-1.9303514957427979,0.016532298177480698
53000,53,0.0,1000,0.08558755367994308,-29.845666885375977,-1.7312700748443604,0.016171088442206383
54000,54,0.0,1000,0.14450550079345703,-30.414644241333008,-1.8856465816497803,0.01597782038152218
55000,55,854.0,1000,0.10621360689401627,-29.75186538696289,-2.2078535556793213,0.01597636565566063
56000,56,0.0,1000,0.0976729691028595,-31.63697052001953,-2.216653823852539,0.015951381996273994
57000,57,0.0,1000,0.09074550122022629,-29.638294219970703,-1.9748108386993408,0.016102582216262817
58000,58,0.0,1000,0.09721461683511734,-29.5869197845459,-1.8767180442810059,0.016940077766776085
59000,59,675.0,1000,0.10195803642272949,-30.582286834716797,-2.388043165206909,0.017699915915727615
60000,60,975.0,1000,0.09157400578260422,-31.910680770874023,-2.2872583866119385,0.01849105767905712
61000,61,973.0,1000,0.12762974202632904,-32.25553894042969,-2.2222917079925537,0.019118698313832283
62000,62,618.0,1000,0.13514094054698944,-31.95548439025879,-1.925016164779663,0.020475471392273903
63000,63,0.0,1000,0.1517462432384491,-33.43815612792969,-2.1538279056549072,0.020976120606064796
64000,64,0.0,1000,0.12346440553665161,-32.05652618408203,-1.8920905590057373,0.020240988582372665
