step,R_a_mean,R_a_std,R_b_mean,R_b_std,R_c_mean,R_c_std,alpha,wall_time
0,-348.86063995808365,281.8685939390339,0.0,0.0,-1020.0,0.0,0.09999999403953552,12.37380576133728
10000,-291.9162150211632,441.5570330582361,95.4,171.50113702246992,-1020.0,0.0,0.09999999403953552,26.615962505340576
20000,-222.84281919896603,32.43795872660822,16.0,32.0,-1020.0,0.0,0.040147364139556885,183.04867219924927
30000,-402.4785956591368,215.21945879287293,0.0,0.0,-1020.0,0.0,0.017023863270878792,334.3298306465149
40000,-487.85324987322093,123.1447839841833,9.2,18.399999999999995,-1020.0,0.0,0.007946866564452648,488.12011551856995
50000,-185.15692951008677,431.204630827759,198.0,318.7124095481693,-1020.0,0.0,0.00788535363972187,639.9860937595367
60000,-391.6558499112725,157.07210282649436,0.4,0.8,-876.2,287.6,0.018307605758309364,792.6761343479156
70000,-498.9630652278662,107.96880277727557,37.4,74.8,-1020.0,0.0,0.01990017108619213,946.0424809455872
80000,-458.9760333970189,54.8261005409428,10.6,9.046546302318914,-1020.0,0.0,0.014288965612649918,1099.6483478546143
90000,-689.7948856636882,156.57973877293773,35.2,65.51457853027829,-1020.0,0.0,0.015354623086750507,1252.8772251605988
100000,-285.80796474143864,99.87580235388036,32.6,45.806549750008465,-1020.0,0.0,0.014770720154047012,1406.8111171722412
110000,-521.1168643601238,60.21019588442449,29.0,40.119820537983465,-1020.0,0.0,0.015127849765121937,1561.7385573387146
120000,-493.9563280686736,106.95517584276107,31.0,20.513410247932935,-1020.0,0.0,0.013238911516964436,1720.6765940189362
130000,-843.9973467722535,428.9452307852397,4.4,8.8,-1020.0,0.0,0.010312293656170368,1878.75763297081
140000,-482.43838357329366,479.8916653217374,92.8,181.62642979478508,-1020.0,0.0,0.009627986699342728,2035.0671243667603
150000,-549.8502021692693,281.85559459502605,13.4,19.116485032557634,-1020.0,0.0,0.008603725582361221,2197.4871995449066
160000,-862.2727148413658,216.32325780247697,45.8,56.48504226784291,-1020.0,0.0,0.007818705402314663,2367.59387922287
170000,-475.08884727209806,407.60389618744546,172.4,218.6381485468627,-1020.0,0.0,0.007524662651121616,2530.1778054237366
180000,-468.87640454620123,560.4522669322193,130.4,229.22966649192685,-1020.0,0.0,0.006893659010529518,2689.0022530555725
190000,-776.0216766864062,274.02351979777603,5.6,11.2,-1020.0,0.0,0.006894635036587715,2848.8500022888184
200000,-698.3335731118917,434.3233888805202,36.8,26.70880004792428,-1020.0,0.0,0.007306195795536041,3009.3841643333435
210000,-1513.0727898985147,95.33391159560941,0.0,0.0,-1020.0,0.0,0.007542199920862913,3168.5273077487946
220000,-908.8418805763125,144.57931650196238,7.2,14.400000000000002,-1020.0,0.0,0.006908041890710592,3324.6340260505676
230000,-1031.1071202740072,608.5048203678875,82.4,155.9558912000441,-1020.0,0.0,0.007228934206068516,3482.67387008667
240000,-1868.049333882332,203.24365468789574,5.0,5.138093031466052,-1020.0,0.0,0.007496299222111702,3647.4787435531616
250000,-2012.3481032788754,28.303911417644468,3.0,3.687817782917155,-1020.0,0.0,0.009294483810663223,3806.115163087845
260000,-1449.1770796746016,553.2675563324553,130.0,154.87155968737449,-1020.0,0.0,0.009345141239464283,3964.606205224991
270000,-1190.6635983653366,810.8930416940206,10.0,18.066543665017942,-1020.0,0.0,0.011038298718631268,4127.698973417282
280000,-1192.8945715352893,251.02465749930505,0.4,0.8,-1020.0,0.0,0.012070195749402046,4288.156633377075
290000,-579.1834686771035,418.2206559853677,133.0,160.60012453295298,-1020.0,0.0,0.013392808847129345,4450.853028059006
300000,-520.7678458258509,245.78840458346255,0.8,1.6000000000000003,-1020.0,0.0,0.013564086519181728,4613.719078779221
310000,-374.2310583025217,189.79689950818252,14.0,28.0,-870.4,299.20000000000005,0.013594700954854488,4778.451009750366
320000,-370.7472580999136,86.77242940302143,1.2,2.4,-1020.0,0.0,0.012531528249382973,4946.230984687805
330000,-349.4992800682783,73.88178073783999,0.8,1.6,-1020.0,0.0,0.013057934120297432,5113.5709400177
340000,-190.91756648421287,281.7285267128232,114.0,218.62387792736638,-1020.0,0.0,0.012389542534947395,5279.708917856216
350000,-349.15283888056877,225.3686394928456,80.4,158.31184415576746,-1020.0,0.0,0.009832381270825863,5452.061377286911
360000,-246.69189982786776,65.90818638237367,19.2,24.9110417285187,-845.6,348.79999999999995,0.010225399397313595,5622.359954118729
370000,-728.1328115150333,95.67905316301363,0.0,0.0,-1020.0,0.0,0.008988860994577408,5793.893493890762
380000,-621.2166543394327,252.5193864900795,19.0,38.0,-1020.0,0.0,0.009051520377397537,5966.4255175590515
390000,-924.8688225060702,43.028282530163395,1.0,2.0,-889.4,261.2,0.008288404904305935,6138.5324149131775
400000,-576.6382338494062,661.4428704494957,166.6,333.2,-1020.0,0.0,0.008278577588498592,6307.966991424561
410000,-865.6389989703894,401.3645893602437,20.2,40.4,-1020.0,0.0,0.007490050047636032,6479.29274392128
420000,-456.1532775580883,270.7437808856826,37.2,32.014996486021985,-1020.0,0.0,0.006361771374940872,6648.2453899383545
430000,-455.1479553729296,297.8011952173457,39.6,60.77038752550456,-1020.0,0.0,0.006170725915580988,6815.640571117401
440000,-300.76863219588995,294.9929390056323,118.2,145.9621868841379,-1020.0,0.0,0.005928822327405214,6984.182347774506
450000,-556.1360659152269,233.0671408170212,2.8,5.6,-1020.0,0.0,0.0057346411049366,7153.617530345917
460000,-252.21677989661694,568.5036461175646,197.6,318.0525742703555,-825.4,389.20000000000005,0.005029869265854359,7321.542747974396
470000,-337.13506507873535,360.0281009346922,80.4,118.76969310392276,-1020.0,0.0,0.004628209862858057,7488.171186923981
480000,-347.4783499613404,234.71135742837538,27.2,29.687707894008927,-874.8,290.40000000000003,0.0045729028061032295,7663.358170032501
490000,-429.500755699724,147.44078946221273,33.6,29.601351320505625,-1020.0,0.0,0.00441138818860054,7841.109931468964
500000,-204.82457475438713,308.76409779645246,116.0,232.0,-1020.0,0.0,0.004469617735594511,8012.493064165115
