Episode 0, Reward: -2000.0, Epsilon: 0.981
Episode 10, Reward: -2000.0, Epsilon: 0.791
Episode 20, Reward: -2000.0, Epsilon: 0.601
Episode 30, Reward: -1096.0, Epsilon: 0.436
Episode 40, Reward: -651.0, Epsilon: 0.371
Episode 50, Reward: -422.0, Epsilon: 0.325
Episode 60, Reward: -209.0, Epsilon: 0.293
Episode 70, Reward: -263.0, Epsilon: 0.265
Episode 80, Reward: -211.0, Epsilon: 0.237
Episode 90, Reward: -237.0, Epsilon: 0.210
Episode 100, Reward: -208.0, Epsilon: 0.191
Episode 110, Reward: -132.0, Epsilon: 0.172
Episode 120, Reward: -190.0, Epsilon: 0.154
Episode 130, Reward: -199.0, Epsilon: 0.136
Episode 140, Reward: -260.0, Epsilon: 0.114
Episode 150, Reward: -193.0, Epsilon: 0.088
Episode 160, Reward: -260.0, Epsilon: 0.062
Episode 170, Reward: -2000.0, Epsilon: 0.050
Episode 180, Reward: -356.0, Epsilon: 0.050
Episode 190, Reward: -1113.0, Epsilon: 0.050
Episode 200, Reward: -436.0, Epsilon: 0.050
Episode 210, Reward: -372.0, Epsilon: 0.050
Episode 220, Reward: -400.0, Epsilon: 0.050
Episode 230, Reward: -2000.0, Epsilon: 0.050
Episode 240, Reward: -2000.0, Epsilon: 0.050
Episode 250, Reward: -1545.0, Epsilon: 0.050
Episode 260, Reward: -187.0, Epsilon: 0.050
Episode 270, Reward: -96.0, Epsilon: 0.050
Episode 280, Reward: -188.0, Epsilon: 0.050
Episode 290, Reward: -208.0, Epsilon: 0.050
Episode 300, Reward: -173.0, Epsilon: 0.050
Episode 310, Reward: -186.0, Epsilon: 0.050
Episode 320, Reward: -157.0, Epsilon: 0.050
Episode 330, Reward: -160.0, Epsilon: 0.050
Episode 340, Reward: -160.0, Epsilon: 0.050
Episode 350, Reward: -158.0, Epsilon: 0.050
Episode 360, Reward: -154.0, Epsilon: 0.050
Episode 370, Reward: -155.0, Epsilon: 0.050
Episode 380, Reward: -147.0, Epsilon: 0.050
Episode 390, Reward: -166.0, Epsilon: 0.050
Episode 400, Reward: -89.0, Epsilon: 0.050
Episode 410, Reward: -161.0, Epsilon: 0.050
Episode 420, Reward: -153.0, Epsilon: 0.050
Episode 430, Reward: -147.0, Epsilon: 0.050
Episode 440, Reward: -152.0, Epsilon: 0.050
Episode 450, Reward: -162.0, Epsilon: 0.050
Episode 460, Reward: -148.0, Epsilon: 0.050
Episode 470, Reward: -148.0, Epsilon: 0.050
Episode 480, Reward: -162.0, Epsilon: 0.050
Episode 490, Reward: -149.0, Epsilon: 0.050
Episode 500, Reward: -87.0, Epsilon: 0.050
Episode 510, Reward: -162.0, Epsilon: 0.050
Episode 520, Reward: -169.0, Epsilon: 0.050
Episode 530, Reward: -100.0, Epsilon: 0.050
Episode 540, Reward: -153.0, Epsilon: 0.050
Episode 550, Reward: -153.0, Epsilon: 0.050
Episode 560, Reward: -92.0, Epsilon: 0.050
Episode 570, Reward: -161.0, Epsilon: 0.050
Episode 580, Reward: -172.0, Epsilon: 0.050
Episode 590, Reward: -159.0, Epsilon: 0.050
Episode 600, Reward: -190.0, Epsilon: 0.050
Episode 610, Reward: -156.0, Epsilon: 0.050
Episode 620, Reward: -143.0, Epsilon: 0.050
Episode 630, Reward: -93.0, Epsilon: 0.050
Episode 640, Reward: -122.0, Epsilon: 0.050
Episode 650, Reward: -112.0, Epsilon: 0.050
Episode 660, Reward: -179.0, Epsilon: 0.050
Episode 670, Reward: -220.0, Epsilon: 0.050
Episode 680, Reward: -108.0, Epsilon: 0.050
Episode 690, Reward: -112.0, Epsilon: 0.050
Episode 700, Reward: -179.0, Epsilon: 0.050
Episode 710, Reward: -140.0, Epsilon: 0.050
Episode 720, Reward: -118.0, Epsilon: 0.050
Episode 730, Reward: -115.0, Epsilon: 0.050
Episode 740, Reward: -130.0, Epsilon: 0.050
Episode 750, Reward: -99.0, Epsilon: 0.050
Episode 760, Reward: -145.0, Epsilon: 0.050
Episode 770, Reward: -124.0, Epsilon: 0.050
Episode 780, Reward: -126.0, Epsilon: 0.050
Episode 790, Reward: -121.0, Epsilon: 0.050
Episode 800, Reward: -162.0, Epsilon: 0.050
Episode 810, Reward: -140.0, Epsilon: 0.050
Episode 820, Reward: -118.0, Epsilon: 0.050
Episode 830, Reward: -90.0, Epsilon: 0.050
Episode 840, Reward: -159.0, Epsilon: 0.050
Episode 850, Reward: -97.0, Epsilon: 0.050
Episode 860, Reward: -163.0, Epsilon: 0.050
Episode 870, Reward: -91.0, Epsilon: 0.050
Episode 880, Reward: -93.0, Epsilon: 0.050
Episode 890, Reward: -142.0, Epsilon: 0.050
Episode 900, Reward: -319.0, Epsilon: 0.050
Episode 910, Reward: -164.0, Epsilon: 0.050
Episode 920, Reward: -176.0, Epsilon: 0.050
Episode 930, Reward: -95.0, Epsilon: 0.050
Episode 940, Reward: -91.0, Epsilon: 0.050
Episode 950, Reward: -163.0, Epsilon: 0.050
Episode 960, Reward: -165.0, Epsilon: 0.050
Episode 970, Reward: -110.0, Epsilon: 0.050
Episode 980, Reward: -88.0, Epsilon: 0.050
Episode 990, Reward: -114.0, Epsilon: 0.050
Episode 0, Reward: -2000.0, Epsilon: 0.981
Episode 10, Reward: -2000.0, Epsilon: 0.791
Episode 20, Reward: -756.0, Epsilon: 0.658
Episode 30, Reward: -575.0, Epsilon: 0.601
Episode 40, Reward: -389.0, Epsilon: 0.554
Episode 50, Reward: -325.0, Epsilon: 0.511
Episode 60, Reward: -531.0, Epsilon: 0.469
Episode 70, Reward: -316.0, Epsilon: 0.430
Episode 80, Reward: -263.0, Epsilon: 0.407
Episode 90, Reward: -348.0, Epsilon: 0.378
Episode 100, Reward: -225.0, Epsilon: 0.355
Episode 110, Reward: -350.0, Epsilon: 0.326
Episode 120, Reward: -1436.0, Epsilon: 0.261
Episode 130, Reward: -270.0, Epsilon: 0.185
Episode 140, Reward: -1062.0, Epsilon: 0.104
Episode 150, Reward: -451.0, Epsilon: 0.050
Episode 160, Reward: -265.0, Epsilon: 0.050
Episode 170, Reward: -211.0, Epsilon: 0.050
Episode 180, Reward: -213.0, Epsilon: 0.050
Episode 190, Reward: -214.0, Epsilon: 0.050
Episode 200, Reward: -147.0, Epsilon: 0.050
Episode 210, Reward: -171.0, Epsilon: 0.050
Episode 220, Reward: -160.0, Epsilon: 0.050
Episode 230, Reward: -191.0, Epsilon: 0.050
Episode 240, Reward: -161.0, Epsilon: 0.050
Episode 250, Reward: -116.0, Epsilon: 0.050
Episode 260, Reward: -161.0, Epsilon: 0.050
Episode 270, Reward: -115.0, Epsilon: 0.050
Episode 280, Reward: -121.0, Epsilon: 0.050
Episode 290, Reward: -127.0, Epsilon: 0.050
Episode 300, Reward: -181.0, Epsilon: 0.050
Episode 310, Reward: -154.0, Epsilon: 0.050
Episode 320, Reward: -123.0, Epsilon: 0.050
Episode 330, Reward: -176.0, Epsilon: 0.050
Episode 340, Reward: -137.0, Epsilon: 0.050
Episode 350, Reward: -112.0, Epsilon: 0.050
Episode 360, Reward: -121.0, Epsilon: 0.050
Episode 370, Reward: -169.0, Epsilon: 0.050
Episode 380, Reward: -96.0, Epsilon: 0.050
Episode 390, Reward: -151.0, Epsilon: 0.050
Episode 400, Reward: -91.0, Epsilon: 0.050
Episode 410, Reward: -188.0, Epsilon: 0.050
Episode 420, Reward: -151.0, Epsilon: 0.050
Episode 430, Reward: -153.0, Epsilon: 0.050
Episode 440, Reward: -139.0, Epsilon: 0.050
Episode 450, Reward: -88.0, Epsilon: 0.050
Episode 460, Reward: -140.0, Epsilon: 0.050
Episode 470, Reward: -177.0, Epsilon: 0.050
Episode 480, Reward: -199.0, Epsilon: 0.050
Episode 490, Reward: -92.0, Epsilon: 0.050
Episode 500, Reward: -114.0, Epsilon: 0.050
Episode 510, Reward: -136.0, Epsilon: 0.050
Episode 520, Reward: -101.0, Epsilon: 0.050
Episode 530, Reward: -135.0, Epsilon: 0.050
Episode 540, Reward: -99.0, Epsilon: 0.050
Episode 550, Reward: -103.0, Epsilon: 0.050
Episode 560, Reward: -108.0, Epsilon: 0.050
Episode 570, Reward: -93.0, Epsilon: 0.050
Episode 580, Reward: -111.0, Epsilon: 0.050
Episode 590, Reward: -176.0, Epsilon: 0.050
Episode 600, Reward: -108.0, Epsilon: 0.050
Episode 610, Reward: -94.0, Epsilon: 0.050
Episode 620, Reward: -160.0, Epsilon: 0.050
Episode 630, Reward: -163.0, Epsilon: 0.050
Episode 640, Reward: -90.0, Epsilon: 0.050
Episode 650, Reward: -116.0, Epsilon: 0.050
Episode 660, Reward: -90.0, Epsilon: 0.050
Episode 670, Reward: -172.0, Epsilon: 0.050
Episode 680, Reward: -93.0, Epsilon: 0.050
Episode 690, Reward: -166.0, Epsilon: 0.050
Episode 700, Reward: -112.0, Epsilon: 0.050
Episode 710, Reward: -114.0, Epsilon: 0.050
Episode 720, Reward: -99.0, Epsilon: 0.050
Episode 730, Reward: -96.0, Epsilon: 0.050
Episode 740, Reward: -114.0, Epsilon: 0.050
Episode 750, Reward: -93.0, Epsilon: 0.050
Episode 760, Reward: -163.0, Epsilon: 0.050
Episode 770, Reward: -95.0, Epsilon: 0.050
Episode 780, Reward: -164.0, Epsilon: 0.050
Episode 790, Reward: -96.0, Epsilon: 0.050
Episode 800, Reward: -144.0, Epsilon: 0.050
Episode 810, Reward: -97.0, Epsilon: 0.050
Episode 820, Reward: -99.0, Epsilon: 0.050
Episode 830, Reward: -112.0, Epsilon: 0.050
Episode 840, Reward: -129.0, Epsilon: 0.050
Episode 850, Reward: -125.0, Epsilon: 0.050
Episode 860, Reward: -135.0, Epsilon: 0.050
Episode 870, Reward: -113.0, Epsilon: 0.050
Episode 880, Reward: -152.0, Epsilon: 0.050
Episode 890, Reward: -170.0, Epsilon: 0.050
Episode 900, Reward: -155.0, Epsilon: 0.050
Episode 910, Reward: -185.0, Epsilon: 0.050
Episode 920, Reward: -98.0, Epsilon: 0.050
Episode 930, Reward: -91.0, Epsilon: 0.050
Episode 940, Reward: -93.0, Epsilon: 0.050
Episode 950, Reward: -92.0, Epsilon: 0.050
Episode 960, Reward: -182.0, Epsilon: 0.050
Episode 970, Reward: -158.0, Epsilon: 0.050
Episode 980, Reward: -127.0, Epsilon: 0.050
Episode 990, Reward: -145.0, Epsilon: 0.050
Episode 0, Reward: -2000.0, Epsilon: 0.981
Episode 10, Reward: -2000.0, Epsilon: 0.796
Episode 20, Reward: -841.0, Epsilon: 0.640
Episode 30, Reward: -442.0, Epsilon: 0.595
Episode 40, Reward: -408.0, Epsilon: 0.548
Episode 50, Reward: -316.0, Epsilon: 0.514
Episode 60, Reward: -277.0, Epsilon: 0.486
Episode 70, Reward: -255.0, Epsilon: 0.460
Episode 80, Reward: -291.0, Epsilon: 0.432
Episode 90, Reward: -315.0, Epsilon: 0.406
Episode 100, Reward: -604.0, Epsilon: 0.379
Episode 110, Reward: -514.0, Epsilon: 0.339
Episode 120, Reward: -302.0, Epsilon: 0.316
Episode 130, Reward: -273.0, Epsilon: 0.293
Episode 140, Reward: -335.0, Epsilon: 0.265
Episode 150, Reward: -196.0, Epsilon: 0.242
Episode 160, Reward: -194.0, Epsilon: 0.217
Episode 170, Reward: -318.0, Epsilon: 0.190
Episode 180, Reward: -301.0, Epsilon: 0.163
Episode 190, Reward: -182.0, Epsilon: 0.137
Episode 200, Reward: -195.0, Epsilon: 0.114
Episode 210, Reward: -280.0, Epsilon: 0.090
Episode 220, Reward: -339.0, Epsilon: 0.066
Episode 230, Reward: -190.0, Epsilon: 0.050
Episode 240, Reward: -1208.0, Epsilon: 0.050
Episode 250, Reward: -463.0, Epsilon: 0.050
Episode 260, Reward: -200.0, Epsilon: 0.050
Episode 270, Reward: -154.0, Epsilon: 0.050
Episode 280, Reward: -194.0, Epsilon: 0.050
Episode 290, Reward: -410.0, Epsilon: 0.050
Episode 300, Reward: -290.0, Epsilon: 0.050
Episode 310, Reward: -224.0, Epsilon: 0.050
Episode 320, Reward: -268.0, Epsilon: 0.050
Episode 330, Reward: -322.0, Epsilon: 0.050
Episode 340, Reward: -160.0, Epsilon: 0.050
Episode 350, Reward: -275.0, Epsilon: 0.050
Episode 360, Reward: -308.0, Epsilon: 0.050
Episode 370, Reward: -161.0, Epsilon: 0.050
Episode 380, Reward: -175.0, Epsilon: 0.050
Episode 390, Reward: -216.0, Epsilon: 0.050
Episode 400, Reward: -152.0, Epsilon: 0.050
Episode 410, Reward: -129.0, Epsilon: 0.050
Episode 420, Reward: -153.0, Epsilon: 0.050
Episode 430, Reward: -211.0, Epsilon: 0.050
Episode 440, Reward: -165.0, Epsilon: 0.050
Episode 450, Reward: -214.0, Epsilon: 0.050
Episode 460, Reward: -171.0, Epsilon: 0.050
Episode 470, Reward: -148.0, Epsilon: 0.050
Episode 480, Reward: -156.0, Epsilon: 0.050
Episode 490, Reward: -154.0, Epsilon: 0.050
Episode 500, Reward: -191.0, Epsilon: 0.050
Episode 510, Reward: -276.0, Epsilon: 0.050
Episode 520, Reward: -169.0, Epsilon: 0.050
Episode 530, Reward: -125.0, Epsilon: 0.050
Episode 540, Reward: -147.0, Epsilon: 0.050
Episode 550, Reward: -137.0, Epsilon: 0.050
Episode 560, Reward: -218.0, Epsilon: 0.050
Episode 570, Reward: -118.0, Epsilon: 0.050
Episode 580, Reward: -151.0, Epsilon: 0.050
Episode 590, Reward: -101.0, Epsilon: 0.050
Episode 600, Reward: -145.0, Epsilon: 0.050
Episode 610, Reward: -142.0, Epsilon: 0.050
Episode 620, Reward: -106.0, Epsilon: 0.050
