Episode 0, Reward: -2000.0, Epsilon: 0.981
Episode 10, Reward: -2000.0, Epsilon: 0.791
Episode 20, Reward: -2000.0, Epsilon: 0.606
Episode 30, Reward: -588.0, Epsilon: 0.514
Episode 40, Reward: -520.0, Epsilon: 0.464
Episode 50, Reward: -395.0, Epsilon: 0.421
Episode 60, Reward: -378.0, Epsilon: 0.392
Episode 70, Reward: -251.0, Epsilon: 0.362
Episode 80, Reward: -392.0, Epsilon: 0.334
Episode 90, Reward: -263.0, Epsilon: 0.310
Episode 100, Reward: -213.0, Epsilon: 0.289
Episode 110, Reward: -216.0, Epsilon: 0.267
Episode 120, Reward: -241.0, Epsilon: 0.246
Episode 130, Reward: -308.0, Epsilon: 0.223
Episode 140, Reward: -234.0, Epsilon: 0.202
Episode 150, Reward: -203.0, Epsilon: 0.182
Episode 160, Reward: -235.0, Epsilon: 0.163
Episode 170, Reward: -233.0, Epsilon: 0.143
Episode 180, Reward: -196.0, Epsilon: 0.122
Episode 190, Reward: -252.0, Epsilon: 0.102
Episode 200, Reward: -116.0, Epsilon: 0.087
Episode 210, Reward: -187.0, Epsilon: 0.069
Episode 220, Reward: -125.0, Epsilon: 0.052
Episode 230, Reward: -202.0, Epsilon: 0.050
Episode 240, Reward: -258.0, Epsilon: 0.050
Episode 250, Reward: -199.0, Epsilon: 0.050
Episode 260, Reward: -262.0, Epsilon: 0.050
Episode 270, Reward: -325.0, Epsilon: 0.050
Episode 280, Reward: -178.0, Epsilon: 0.050
Episode 290, Reward: -129.0, Epsilon: 0.050
Episode 300, Reward: -400.0, Epsilon: 0.050
Episode 310, Reward: -266.0, Epsilon: 0.050
Episode 320, Reward: -212.0, Epsilon: 0.050
Episode 330, Reward: -131.0, Epsilon: 0.050
Episode 340, Reward: -158.0, Epsilon: 0.050
Episode 350, Reward: -132.0, Epsilon: 0.050
Episode 360, Reward: -154.0, Epsilon: 0.050
Episode 370, Reward: -119.0, Epsilon: 0.050
Episode 380, Reward: -163.0, Epsilon: 0.050
Episode 390, Reward: -158.0, Epsilon: 0.050
Episode 400, Reward: -155.0, Epsilon: 0.050
Episode 410, Reward: -149.0, Epsilon: 0.050
Episode 420, Reward: -156.0, Epsilon: 0.050
Episode 430, Reward: -158.0, Epsilon: 0.050
Episode 440, Reward: -155.0, Epsilon: 0.050
Episode 450, Reward: -107.0, Epsilon: 0.050
Episode 460, Reward: -127.0, Epsilon: 0.050
Episode 470, Reward: -129.0, Epsilon: 0.050
Episode 480, Reward: -163.0, Epsilon: 0.050
Episode 490, Reward: -151.0, Epsilon: 0.050
Episode 500, Reward: -232.0, Epsilon: 0.050
Episode 510, Reward: -149.0, Epsilon: 0.050
Episode 520, Reward: -163.0, Epsilon: 0.050
Episode 530, Reward: -119.0, Epsilon: 0.050
Episode 540, Reward: -161.0, Epsilon: 0.050
Episode 550, Reward: -163.0, Epsilon: 0.050
Episode 560, Reward: -207.0, Epsilon: 0.050
Episode 570, Reward: -164.0, Epsilon: 0.050
Episode 580, Reward: -223.0, Epsilon: 0.050
Episode 590, Reward: -153.0, Epsilon: 0.050
Episode 600, Reward: -193.0, Epsilon: 0.050
Episode 610, Reward: -148.0, Epsilon: 0.050
Episode 620, Reward: -167.0, Epsilon: 0.050
Episode 630, Reward: -182.0, Epsilon: 0.050
Episode 640, Reward: -158.0, Epsilon: 0.050
Episode 650, Reward: -159.0, Epsilon: 0.050
Episode 660, Reward: -153.0, Epsilon: 0.050
Episode 670, Reward: -159.0, Epsilon: 0.050
Episode 680, Reward: -217.0, Epsilon: 0.050
Episode 690, Reward: -132.0, Epsilon: 0.050
Episode 700, Reward: -141.0, Epsilon: 0.050
Episode 710, Reward: -141.0, Epsilon: 0.050
Episode 720, Reward: -188.0, Epsilon: 0.050
Episode 730, Reward: -156.0, Epsilon: 0.050
Episode 740, Reward: -119.0, Epsilon: 0.050
Episode 750, Reward: -108.0, Epsilon: 0.050
Episode 760, Reward: -149.0, Epsilon: 0.050
Episode 770, Reward: -158.0, Epsilon: 0.050
Episode 780, Reward: -115.0, Epsilon: 0.050
Episode 790, Reward: -148.0, Epsilon: 0.050
Episode 800, Reward: -162.0, Epsilon: 0.050
Episode 810, Reward: -151.0, Epsilon: 0.050
Episode 820, Reward: -150.0, Epsilon: 0.050
Episode 830, Reward: -93.0, Epsilon: 0.050
Episode 840, Reward: -162.0, Epsilon: 0.050
Episode 850, Reward: -157.0, Epsilon: 0.050
Episode 860, Reward: -105.0, Epsilon: 0.050
Episode 870, Reward: -129.0, Epsilon: 0.050
Episode 880, Reward: -163.0, Epsilon: 0.050
Episode 890, Reward: -128.0, Epsilon: 0.050
Episode 900, Reward: -158.0, Epsilon: 0.050
Episode 910, Reward: -121.0, Epsilon: 0.050
Episode 920, Reward: -208.0, Epsilon: 0.050
Episode 930, Reward: -100.0, Epsilon: 0.050
Episode 940, Reward: -157.0, Epsilon: 0.050
Episode 950, Reward: -142.0, Epsilon: 0.050
Episode 960, Reward: -112.0, Epsilon: 0.050
Episode 970, Reward: -135.0, Epsilon: 0.050
Episode 980, Reward: -119.0, Epsilon: 0.050
Episode 990, Reward: -112.0, Epsilon: 0.050
Episode 0, Reward: -2000.0, Epsilon: 0.981
Episode 10, Reward: -2000.0, Epsilon: 0.791
Episode 20, Reward: -1475.0, Epsilon: 0.627
Episode 30, Reward: -717.0, Epsilon: 0.546
Episode 40, Reward: -1760.0, Epsilon: 0.452
Episode 50, Reward: -2000.0, Epsilon: 0.281
Episode 60, Reward: -441.0, Epsilon: 0.136
Episode 70, Reward: -213.0, Epsilon: 0.057
Episode 80, Reward: -2000.0, Epsilon: 0.050
Episode 90, Reward: -2000.0, Epsilon: 0.050
Episode 100, Reward: -2000.0, Epsilon: 0.050
Episode 110, Reward: -1100.0, Epsilon: 0.050
Episode 120, Reward: -182.0, Epsilon: 0.050
Episode 130, Reward: -281.0, Epsilon: 0.050
Episode 140, Reward: -251.0, Epsilon: 0.050
Episode 150, Reward: -230.0, Epsilon: 0.050
Episode 160, Reward: -220.0, Epsilon: 0.050
Episode 170, Reward: -214.0, Epsilon: 0.050
Episode 180, Reward: -132.0, Epsilon: 0.050
Episode 190, Reward: -117.0, Epsilon: 0.050
Episode 200, Reward: -115.0, Epsilon: 0.050
Episode 210, Reward: -250.0, Epsilon: 0.050
Episode 220, Reward: -1116.0, Epsilon: 0.050
Episode 230, Reward: -189.0, Epsilon: 0.050
Episode 240, Reward: -113.0, Epsilon: 0.050
Episode 250, Reward: -118.0, Epsilon: 0.050
Episode 260, Reward: -114.0, Epsilon: 0.050
Episode 270, Reward: -118.0, Epsilon: 0.050
Episode 280, Reward: -124.0, Epsilon: 0.050
Episode 290, Reward: -120.0, Epsilon: 0.050
Episode 300, Reward: -138.0, Epsilon: 0.050
Episode 310, Reward: -152.0, Epsilon: 0.050
Episode 320, Reward: -187.0, Epsilon: 0.050
Episode 330, Reward: -169.0, Epsilon: 0.050
Episode 340, Reward: -160.0, Epsilon: 0.050
Episode 350, Reward: -163.0, Epsilon: 0.050
Episode 360, Reward: -137.0, Epsilon: 0.050
Episode 370, Reward: -181.0, Epsilon: 0.050
Episode 380, Reward: -172.0, Epsilon: 0.050
Episode 390, Reward: -2000.0, Epsilon: 0.050
Episode 400, Reward: -145.0, Epsilon: 0.050
Episode 410, Reward: -221.0, Epsilon: 0.050
Episode 420, Reward: -367.0, Epsilon: 0.050
Episode 430, Reward: -144.0, Epsilon: 0.050
Episode 440, Reward: -361.0, Epsilon: 0.050
Episode 450, Reward: -1487.0, Epsilon: 0.050
Episode 460, Reward: -128.0, Epsilon: 0.050
Episode 470, Reward: -128.0, Epsilon: 0.050
Episode 480, Reward: -125.0, Epsilon: 0.050
Episode 490, Reward: -118.0, Epsilon: 0.050
Episode 500, Reward: -122.0, Epsilon: 0.050
Episode 510, Reward: -122.0, Epsilon: 0.050
Episode 520, Reward: -129.0, Epsilon: 0.050
Episode 530, Reward: -114.0, Epsilon: 0.050
Episode 540, Reward: -110.0, Epsilon: 0.050
Episode 550, Reward: -123.0, Epsilon: 0.050
Episode 560, Reward: -122.0, Epsilon: 0.050
Episode 570, Reward: -94.0, Epsilon: 0.050
Episode 580, Reward: -119.0, Epsilon: 0.050
Episode 590, Reward: -116.0, Epsilon: 0.050
Episode 600, Reward: -123.0, Epsilon: 0.050
Episode 610, Reward: -85.0, Epsilon: 0.050
Episode 620, Reward: -117.0, Epsilon: 0.050
Episode 630, Reward: -127.0, Epsilon: 0.050
Episode 640, Reward: -94.0, Epsilon: 0.050
Episode 650, Reward: -113.0, Epsilon: 0.050
Episode 660, Reward: -91.0, Epsilon: 0.050
Episode 670, Reward: -95.0, Epsilon: 0.050
Episode 680, Reward: -87.0, Epsilon: 0.050
Episode 690, Reward: -102.0, Epsilon: 0.050
Episode 700, Reward: -131.0, Epsilon: 0.050
Episode 710, Reward: -120.0, Epsilon: 0.050
Episode 720, Reward: -139.0, Epsilon: 0.050
