Episode 0, Reward: -2000.0, Epsilon: 0.981
Episode 10, Reward: -2000.0, Epsilon: 0.801
Episode 20, Reward: -1016.0, Epsilon: 0.639
Episode 30, Reward: -1135.0, Epsilon: 0.554
Episode 40, Reward: -863.0, Epsilon: 0.488
Episode 50, Reward: -634.0, Epsilon: 0.438
Episode 60, Reward: -414.0, Epsilon: 0.399
Episode 70, Reward: -251.0, Epsilon: 0.360
Episode 80, Reward: -212.0, Epsilon: 0.331
Episode 90, Reward: -393.0, Epsilon: 0.296
Episode 100, Reward: -2000.0, Epsilon: 0.230
Episode 110, Reward: -465.0, Epsilon: 0.190
Episode 120, Reward: -347.0, Epsilon: 0.152
Episode 130, Reward: -298.0, Epsilon: 0.126
Episode 140, Reward: -224.0, Epsilon: 0.105
Episode 150, Reward: -243.0, Epsilon: 0.086
Episode 160, Reward: -219.0, Epsilon: 0.063
Episode 170, Reward: -164.0, Epsilon: 0.050
Episode 180, Reward: -212.0, Epsilon: 0.050
Episode 190, Reward: -204.0, Epsilon: 0.050
Episode 200, Reward: -137.0, Epsilon: 0.050
Episode 210, Reward: -199.0, Epsilon: 0.050
Episode 220, Reward: -126.0, Epsilon: 0.050
Episode 230, Reward: -204.0, Epsilon: 0.050
Episode 240, Reward: -146.0, Epsilon: 0.050
Episode 250, Reward: -122.0, Epsilon: 0.050
Episode 260, Reward: -120.0, Epsilon: 0.050
Episode 270, Reward: -133.0, Epsilon: 0.050
Episode 280, Reward: -212.0, Epsilon: 0.050
Episode 290, Reward: -125.0, Epsilon: 0.050
Episode 300, Reward: -192.0, Epsilon: 0.050
Episode 310, Reward: -121.0, Epsilon: 0.050
Episode 320, Reward: -114.0, Epsilon: 0.050
Episode 330, Reward: -115.0, Epsilon: 0.050
Episode 340, Reward: -115.0, Epsilon: 0.050
Episode 350, Reward: -121.0, Epsilon: 0.050
Episode 360, Reward: -117.0, Epsilon: 0.050
Episode 370, Reward: -118.0, Epsilon: 0.050
Episode 380, Reward: -113.0, Epsilon: 0.050
Episode 390, Reward: -118.0, Epsilon: 0.050
Episode 400, Reward: -351.0, Epsilon: 0.050
Episode 410, Reward: -432.0, Epsilon: 0.050
Episode 420, Reward: -118.0, Epsilon: 0.050
Episode 430, Reward: -195.0, Epsilon: 0.050
Episode 440, Reward: -130.0, Epsilon: 0.050
Episode 450, Reward: -180.0, Epsilon: 0.050
Episode 460, Reward: -432.0, Epsilon: 0.050
Episode 470, Reward: -281.0, Epsilon: 0.050
Episode 480, Reward: -164.0, Epsilon: 0.050
Episode 490, Reward: -286.0, Epsilon: 0.050
Episode 500, Reward: -95.0, Epsilon: 0.050
Episode 510, Reward: -710.0, Epsilon: 0.050
Episode 520, Reward: -118.0, Epsilon: 0.050
Episode 530, Reward: -179.0, Epsilon: 0.050
Episode 540, Reward: -1818.0, Epsilon: 0.050
Episode 550, Reward: -1287.0, Epsilon: 0.050
Episode 560, Reward: -88.0, Epsilon: 0.050
Episode 570, Reward: -205.0, Epsilon: 0.050
Episode 580, Reward: -155.0, Epsilon: 0.050
Episode 590, Reward: -143.0, Epsilon: 0.050
Episode 600, Reward: -186.0, Epsilon: 0.050
Episode 610, Reward: -214.0, Epsilon: 0.050
Episode 620, Reward: -127.0, Epsilon: 0.050
Episode 630, Reward: -87.0, Epsilon: 0.050
Episode 640, Reward: -111.0, Epsilon: 0.050
Episode 650, Reward: -105.0, Epsilon: 0.050
Episode 660, Reward: -108.0, Epsilon: 0.050
Episode 670, Reward: -158.0, Epsilon: 0.050
Episode 680, Reward: -108.0, Epsilon: 0.050
Episode 690, Reward: -109.0, Epsilon: 0.050
Episode 700, Reward: -110.0, Epsilon: 0.050
Episode 710, Reward: -111.0, Epsilon: 0.050
Episode 720, Reward: -157.0, Epsilon: 0.050
Episode 730, Reward: -104.0, Epsilon: 0.050
Episode 740, Reward: -156.0, Epsilon: 0.050
Episode 750, Reward: -100.0, Epsilon: 0.050
Episode 760, Reward: -106.0, Epsilon: 0.050
Episode 770, Reward: -146.0, Epsilon: 0.050
Episode 780, Reward: -111.0, Epsilon: 0.050
Episode 790, Reward: -107.0, Epsilon: 0.050
Episode 800, Reward: -149.0, Epsilon: 0.050
Episode 810, Reward: -104.0, Epsilon: 0.050
Episode 820, Reward: -107.0, Epsilon: 0.050
Episode 830, Reward: -196.0, Epsilon: 0.050
Episode 840, Reward: -152.0, Epsilon: 0.050
Episode 850, Reward: -153.0, Epsilon: 0.050
Episode 860, Reward: -162.0, Epsilon: 0.050
Episode 870, Reward: -162.0, Epsilon: 0.050
Episode 880, Reward: -106.0, Epsilon: 0.050
Episode 890, Reward: -117.0, Epsilon: 0.050
Episode 900, Reward: -156.0, Epsilon: 0.050
Episode 910, Reward: -151.0, Epsilon: 0.050
Episode 920, Reward: -115.0, Epsilon: 0.050
Episode 930, Reward: -161.0, Epsilon: 0.050
