step,R_a_mean,R_a_std,R_b_mean,R_b_std,R_c_mean,R_c_std,alpha,wall_time
0,-637.082356083393,285.82101144420847,123.8,104.34826304256337,-1020.0,0.0,0.09999999403953552,11.695313692092896
10000,-557.1400270119309,333.76315562143776,7.4,13.821722034536798,-1020.0,0.0,0.09999999403953552,25.26270818710327
20000,6.965538555383683,350.74933996946606,163.0,287.21838381273574,-1020.0,0.0,0.043818335980176926,191.0423400402069
30000,-16.067279133945704,404.57038236892134,167.4,308.98258850621346,-1020.0,0.0,0.020594196394085884,356.17482233047485
40000,-246.90998393818737,619.6668817702101,166.0,319.646679945217,-1020.0,0.0,0.02261470817029476,521.9296474456787
50000,15.215811830759048,500.6124235119965,200.2,392.9144436133647,-1020.0,0.0,0.026200860738754272,688.7115557193756
60000,151.4496019899845,433.54612625919555,272.0,367.5154418524479,-826.2,387.5999999999999,0.029735000804066658,858.5201063156128
70000,-257.86572929918765,311.9322841129178,32.0,64.0,-895.2,249.6,0.03774061053991318,1030.2209193706512
80000,-90.15838128477336,29.597752829535942,16.4,20.713280763799826,-746.8,337.85760314073144,0.03657572343945503,1196.420657157898
90000,457.1155254647136,568.4452219595959,570.2,465.84349303172627,-645.0,459.4622944268659,0.03328530117869377,1361.4672117233276
100000,27.183264462649824,461.1018976273771,192.8,385.6,-839.0,362.0,0.03811895474791527,1530.2763516902924
110000,273.1099292039871,529.9567420426414,375.4,460.1737063327282,-304.8,360.7677369167038,0.03684403374791145,1695.9205348491669
120000,304.82294436618685,511.7777904053354,382.2,461.27232737288716,-261.2,380.8576637012835,0.037194326519966125,1862.0492322444916
130000,902.1189964607358,62.474420243999276,940.0,46.40258613482658,-545.2,412.0734885915375,0.03579522296786308,2027.029193162918
140000,684.3079057991505,413.6701312303398,751.0,377.40482243871764,-241.8,389.5070731065099,0.03344045951962471,2195.897828578949
150000,694.98058655411,376.8378634880309,750.8,359.1570130179835,-188.4,254.77880602593302,0.03226490318775177,2362.696061372757
160000,904.9130602262915,46.39122232359956,944.4,34.20877080516048,-449.8,465.87096926080295,0.03497614338994026,2545.0817279815674
170000,464.7820470020175,460.1529959249454,505.2,424.3326053934578,-476.4,445.56507942162614,0.03245749697089195,2721.2903690338135
180000,885.8742464527488,53.04815124650847,937.0,36.6333181680284,-73.4,25.088642848906755,0.03407829627394676,2890.716705083847
190000,849.197596796602,89.12298115418645,899.8,65.68226549077004,-89.6,42.20236960171787,0.029652679339051247,3058.2785589694977
200000,944.456716541946,20.06186460010565,968.4,9.32952303175248,-114.0,88.48728722251576,0.029708752408623695,3224.0503895282745
210000,941.4714183330536,37.48936424705399,971.2,17.72455923288362,-81.4,25.49195951667898,0.029166951775550842,3387.8820106983185
220000,818.2128724336624,309.22223640182625,839.0,297.2756296772408,-61.4,28.492806109613003,0.029336389154195786,3550.2091171741486
230000,480.6234493367374,538.2396036447029,565.6,463.8441979803132,-85.0,40.422765862815474,0.02910500206053257,3712.9343178272247
240000,929.5933456048369,73.72631567552597,957.2,45.56489877087405,-90.8,29.995999733297772,0.028650274500250816,3874.8160316944122
250000,727.5442589856684,379.71731555642134,771.8,346.0268197697976,-286.6,371.40145395515077,0.027033526450395584,4036.5276429653168
260000,961.3959962010383,21.365956199660033,981.4,10.44222198576529,-52.8,18.86160120456373,0.02823772467672825,4201.293473243713
270000,904.010694667697,38.54305015365739,954.0,16.946976131451887,-483.4,442.81174329504853,0.025977175682783127,4368.807050704956
280000,658.1757833197713,538.660675940422,770.0,385.094793524919,-285.0,368.6814343033834,0.026084206998348236,4550.740295410156
290000,501.3270549580455,572.6571781285459,591.6,483.1788902673626,-453.8,463.16580184637985,0.025845089927315712,4724.598792314529
300000,920.8625079721212,56.333393598893366,948.8,53.10894463270758,-250.4,384.8686009536242,0.023200709372758865,4893.688517093658
310000,704.6349078170955,394.9585941344592,735.4,379.62592113816464,-63.0,25.64371267971937,0.022933583706617355,5059.0446989536285
320000,861.5287884905935,134.99826483503458,899.6,134.78813004118723,-271.0,374.8167552284716,0.023799913004040718,5231.8309144973755
330000,944.9189654409886,47.139371468109175,976.8,19.792928029980807,-76.6,35.000571423906784,0.02391030080616474,5409.225168943405
340000,931.3101645350456,52.79558370956403,964.8,29.355749011054034,-52.8,17.38275007011261,0.021523525938391685,5582.742655277252
350000,843.2162915974856,144.7731682930861,880.8,140.7315174365714,-458.0,459.818659908447,0.021874483674764633,5768.073996067047
