step,R_a_mean,R_a_std,R_b_mean,R_b_std,R_c_mean,R_c_std,alpha,wall_time
0,-273.87595843970774,65.55021015730982,0.0,0.0,-1020.0,0.0,0.10000000149011612,39.79482984542847
10000,-254.67479112446307,44.42188329321602,0.0,0.0,-1020.0,0.0,0.10000000149011612,81.24892377853394
20000,-845.7147720515728,256.7420274973327,40.6,81.2,-1020.0,396.4,0.040939342230558395,232.00761032104492
30000,-201.11792855784296,117.44034183425639,0.0,0.0,-1020.0,1366.0157246532706,0.01763078384101391,383.60034918785095
40000,242.06692816913127,595.0140120229622,400.0,472.77521085606844,-1020.0,773.3385804419692,0.01042237039655447,524.1318192481995
50000,181.79488705322146,454.1722706276843,330.4,395.35836907797966,-1020.0,1558.7649726626526,0.017591256648302078,663.3305277824402
60000,522.2264733195304,550.5762898035442,591.0,482.56108421628863,-1020.0,1944.7489298107353,0.025386985391378403,801.6336495876312
70000,509.90817986130713,500.9785581855654,580.8,474.25326567141315,-1020.0,2322.010594291077,0.031768664717674255,946.7798147201538
80000,55.270330276340246,869.6259049895459,389.4,468.21943573499806,-79.8,11.805083650698965,0.028126388788223267,1076.5940690040588
90000,680.6790862239898,352.4011698160664,750.0,342.8154022210787,-318.8,375.0292788569981,0.031994398683309555,1208.5497722625732
100000,902.8741617366671,36.85863316253567,944.8,29.835549265934425,-735.0,1238.1413489581873,0.030375050380825996,1343.5217649936676
110000,735.5065977834165,416.9279347269085,778.6,389.90183379922695,-90.2,14.005713120009277,0.03212059289216995,1473.6542563438416
120000,531.951088103652,539.1101711294144,684.8,386.50609309556813,-104.4,40.85388598407745,0.03156904876232147,1606.4968156814575
130000,717.4240239888429,455.85228336283353,784.2,392.24553534744024,-118.2,68.9562179937386,0.030017435550689697,1738.622638463974
140000,924.9013633549214,38.48304168765486,970.8,15.144636014114038,-61.0,14.422205101855956,0.027684738859534264,1874.2532849311829
150000,478.85993825793264,588.0172863431417,593.6,479.13279996259917,-481.2,817.1642185020096,0.026567285880446434,2008.5076735019684
160000,954.0781087249518,25.630533442116377,982.0,8.648699324175862,-60.2,20.88444397153058,0.022870343178510666,2141.17152094841
170000,921.8775083705783,31.15239357073893,966.6,12.126005112979296,-58.0,20.25833161936096,0.021066535264253616,2274.5139997005463
180000,718.7383622989058,445.7242583059704,781.2,385.9022674201332,-276.6,409.1897359416534,0.020545070990920067,2403.714371204376
190000,948.49927983284,33.45251206465782,978.2,11.805083650698965,-270.6,416.67762118933143,0.02041492983698845,2523.3517274856567
200000,736.1040959089994,453.42101712562294,787.2,393.7513936483273,-118.2,114.27055613761578,0.019057679921388626,2642.7560346126556
210000,922.1297943353653,39.61016690398168,972.6,12.753038853543888,-271.4,386.62726236001515,0.018560539931058884,2758.9359753131866
220000,912.0841169759631,27.760008287514598,961.2,7.493997598078078,-74.6,44.48190643396481,0.019042789936065674,2872.377404689789
230000,707.9680645920337,395.8236919731936,769.8,385.2917855340287,-507.2,539.2577862210243,0.01688501238822937,2988.255853652954
240000,948.2727905124426,26.38778617055107,979.8,9.80612053770501,-79.0,34.911316216951775,0.016129102557897568,3105.7638511657715
250000,728.4778634183109,402.513480673076,778.2,389.5193961794457,-72.6,27.463430230034994,0.016195202246308327,3236.620366334915
260000,965.5702091097831,5.5494964941984,985.8,2.481934729198171,-255.4,404.48317641157837,0.01595650240778923,3382.011299610138
270000,897.8132084667683,129.10789883369264,919.4,121.02165095552118,-51.2,26.87303481187043,0.016130756586790085,3531.112513780594
280000,737.1512962728739,432.62289567147786,783.2,391.92162481802404,-67.8,36.5042463283383,0.015568709000945091,3681.0775723457336
290000,935.7368412151933,85.59544933427414,956.8,66.51736615350912,-56.2,21.7476435505091,0.014895699918270111,3828.6655786037445
300000,951.6680713117123,28.231832573304583,980.2,11.754148203932091,-255.8,397.15911169202707,0.014436561614274979,3977.2652406692505
310000,932.5183001756668,40.98425076347626,975.2,14.985326155943353,-62.8,18.148278155241066,0.012809181585907936,4124.916238069534
